smiles,pert_iname,broad_id,activity_model_0,activity_model_1,activity_model_2,activity_model_3,activity_model_4,activity_model_5,activity_model_6,activity_model_7,activity_model_8,activity_model_9
COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)N[C@@H](C)c1nccs1,KI-20227,BRD-A88787317-001-01-0,0.41806376,0.29976642,0.28143638,0.45600882,0.2703249,0.51003206,0.4608732,0.18210469,0.2864228,0.40680975
CCCCCCCCCCCCCCCCCCOP(O)(=O)OC1CC[N+](C)(C)CC1,perifosine,BRD-A89082344-001-06-1,0.16382205,0.5089981,0.9809739,0.7985298,0.9974105,0.98866034,0.11720556,0.86855435,0.98538303,0.917552
Fc1ccc2OCC[C@]3(NC(=O)NC3=O)c2c1,sorbinil,BRD-A89164055-001-03-3,0.8944652,0.25257686,0.8463576,0.74781805,0.32481322,0.57421863,0.8065589,0.64840955,0.81763864,0.6410932
CC(C)NC[C@@H](O)COc1ccc(COCCOC(C)C)cc1,bisoprolol,BRD-A89175223-001-18-9,0.03232571,0.019090693,0.0061960313,0.062141594,0.025925115,0.034374956,0.040866654,0.008930722,0.0053085075,0.058021076
CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=N)C(O)=O,dalargin,BRD-A89196962-300-01-7,0.35845965,0.485162,0.54172695,0.7240958,0.5962176,0.29210606,0.51809067,0.89239085,0.587774,0.79423463
CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,terguride,BRD-A89207210-001-01-6,0.83281815,0.80328184,0.875464,0.9408397,0.84798855,0.49921438,0.79212314,0.6430996,0.44312838,0.9042103
CCOC(=O)c1c(C)[nH]c2ccc3O[C@H]4N(CCc5cc(OC)ccc45)Cc3c12,PD-102807,BRD-A89337244-001-02-9,0.16905974,0.18890487,0.05200836,0.08353851,0.07791784,0.269972,0.14335841,0.1554986,0.2153677,0.22979315
C[N+](C)(C)C[C@@H](O)CC(O)=O,carnitine-(D/L),BRD-A89594340-003-11-5,0.009423288,0.02876794,0.044306263,0.028926106,0.024004702,0.10396121,0.025391411,0.015687097,0.008310118,0.20828561
OC[C@H]1OC(S[Au])[C@H](O)[C@@H](O)[C@@H]1O,aurothioglucose,BRD-A89825407-001-01-8,0.077242866,0.36200148,0.17734055,0.15543438,0.11078199,0.19423032,0.028620131,0.070599854,0.17978586,0.2083585
OC[C@H](O)CN1C(=O)[C@@H](Cc2ccccc12)NC(=O)c1cc2cc(Cl)sc2[nH]1,GPi-688,BRD-A90201073-001-01-2,0.016807334,0.013357379,0.02503163,0.0062373863,0.062666625,0.026505277,0.0035644916,0.004149259,0.005071794,0.06004499
C\C(CP(O)(O)=O)=C/[C@@H](N)C(O)=O,CGP-37849,BRD-A90272038-001-01-7,0.24631743,0.35199454,0.36696768,0.51676124,0.42961457,0.42435947,0.34066278,0.4385905,0.49907345,0.66387564
COc1ccccc1OC[C@@H](O)CO,guaifenesin,BRD-A90515964-001-15-7,0.027659103,0.074677676,0.14274551,0.032434348,0.07445173,0.09901193,0.037675716,0.12188909,0.009738454,0.13576654
NC(=N)NCCCCC1NC(=O)CCSSCC(NC(=O)C2CCCN2C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CC(O)=O)NC(=O)CNC1=O)C(N)=O,eptifibatide,BRD-A90547603-001-02-5,0.007992561,0.19840333,0.042239428,0.02884803,0.010120251,0.08757696,0.05843197,0.02651621,0.013224807,0.52782595
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,lornoxicam,BRD-A90551241-001-09-0,0.03811775,0.010741175,0.13586281,0.07790722,0.040076654,0.14147644,0.067840464,0.028378798,0.038200956,0.1757945
CCC(C)(Oc1ccc(cc1)C1(CCCCC1)c1ccc(O[C@](C)(CC)C(O)=O)cc1)C(O)=O,clinofibrate,BRD-A90625545-001-02-0,0.008282389,0.033270918,0.004997905,0.020948544,0.022507234,0.015301483,0.012320476,0.009434244,0.01992725,0.046486303
O[C@H]1CO[C@@H](Nc2ccc(cc2)C(O)=O)[C@@H](O)[C@@H]1O,n-(4-carboxyphenyl)pentopyranosylamine,BRD-A90642009-001-03-2,0.19119023,0.39476055,0.27200407,0.16599703,0.296484,0.5286727,0.3071302,0.3399806,0.2196361,0.5124958
COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN1CCN(CC1)C(c1ccccc1)c1ccccc1,manidipine hydrochloride,BRD-A90695733-001-07-4,0.1160137,0.24416873,0.039463617,0.30619246,0.034432847,0.18549179,0.24080047,0.04185608,0.07259658,0.1894562
CC(C)(C)[C@H]1CCc2c(C1)sc(NC(=O)c1ccco1)c2C(O)=O,CaCCinh-A01,BRD-A90751343-001-01-0,0.12674934,0.05304816,0.1977008,0.15593939,0.18475454,0.31550065,0.14810367,0.11077471,0.060098313,0.39396325
C\C=C(\C)C(=O)O[C@@H]1[C@H](OC(C)=O)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O[C@@H]6O[C@@H]([C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(O)=O)[C@](C)(CO)C5CC[C@@]34C)C2CC1(C)C,escin,BRD-A90796352-001-04-7,0.9492075,0.9949875,0.99317485,0.9371068,0.996496,0.99257493,0.99880147,0.5158531,0.6852327,0.94574153
COC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc2nonc12)C(=O)OC(C)C,isradipine,BRD-A90799790-001-16-5,0.65965205,0.20126748,0.15464713,0.49466103,0.16171214,0.34155458,0.355559,0.4388098,0.13094918,0.20983228
CC1=C(N2[C@@H](SC1)[C@H](NC(=O)[C@H](N)C1=CCC=CC1)C2=O)C(O)=O,cephradine,BRD-A90807417-001-04-5,0.6966518,0.7939188,0.7420214,0.6238121,0.82292396,0.6131856,0.79060525,0.52924466,0.35626978,0.3279211
ONC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1,adrafinil,BRD-A90926615-001-01-9,0.18900694,0.0345264,0.21502322,0.096152164,0.09848274,0.12677191,0.08431487,0.0836855,0.06778892,0.1864024
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,bepridil,BRD-A91008255-003-24-8,0.11617815,0.3129017,0.19025871,0.13687938,0.39179286,0.15773691,0.09004359,0.12647402,0.105123974,0.21237038
CN(C(=O)c1ccc(c(c1)[N+]([O-])=O)[S@@](=O)c1nccs1)c1ccccc1C,SB-268262,BRD-A91031770-001-01-8,0.5605563,0.40917847,0.62507504,0.755113,0.6854701,0.8140281,0.3623932,0.4197017,0.5356571,0.8812086
CCC(C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C\C=C(C)\[C@@H](OC4C[C@H](OC)C(O[C@H]5C[C@H](OC)[C@@H](NC(C)=O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)\C=C\C=C4/CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)C=C[C@@H]1C,eprinomectin,BRD-A91366704-001-01-9,0.0046175644,0.007966324,0.0016470811,0.0024186715,3.709897e-05,0.032974087,0.30257654,0.00050654786,0.00013839667,0.07402786
ClCCN(CCCl)[P@@]1(=O)OCCCN1CCCl,trofosfamide,BRD-A91386192-001-07-9,0.22345215,0.47869372,0.43833476,0.6005199,0.8215714,0.6264895,0.61052454,0.56445277,0.50804126,0.6918946
CC(C)(C)c1ccc(CN2CCN(CC2)[C@@H](c2ccccc2)c2ccc(Cl)cc2)cc1,buclizine,BRD-A91444184-300-01-9,0.08013961,0.22382306,0.20022407,0.17979378,0.16233231,0.18118948,0.15108247,0.05739578,0.041340504,0.17348415
O[C@@H](C(O)=O)c1ccccc1,mandelic-acid,BRD-A91448670-001-06-4,0.049642943,0.069258206,0.109403834,0.1190251,0.062106907,0.15319681,0.1579509,0.093824536,0.0765673,0.20163488
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,estradiol cypionate,BRD-A91452556-001-06-9,0.13002053,0.85065323,0.7758121,0.15692088,0.90699744,0.68746483,0.8318389,0.8579993,0.81604373,0.5107981
CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,chloroquine,BRD-A91699651-001-12-9,0.11973067,0.10091886,0.10748799,0.11904743,0.033372838,0.08011831,0.3154285,0.03644829,0.09234848,0.23743
CCN(CC)CCN[C@@H](C(=O)OCCC(C)C)c1ccccc1,camylofine-chlorhydrate,BRD-A91733352-001-07-9,0.01020403,0.02716414,0.007487123,0.025520634,0.0102172,0.055655684,0.025575599,0.032025125,0.009797944,0.046487864
CC(C)(O)[C@H]1[C@H]2OC(=O)[C@@H]1[C@@]1(O)C[C@H]3O[C@]33C(=O)O[C@@H]2[C@@]13C,picrotin,BRD-A91822151-001-05-0,0.11936563,0.6535121,0.16921099,0.14868453,0.10579642,0.3483364,0.068948,0.11913611,0.10172165,0.4168795
O[C@@H]1CC(=C[C@@H](O)[C@@H]1O)C(O)=O,shikimic-acid,BRD-A92096630-001-02-8,0.23717774,0.54275596,0.5831712,0.17646584,0.39706352,0.3768441,0.105705306,0.22385679,0.24577387,0.5588433
C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,betamethasone acetate,BRD-A92177080-001-02-1,0.06662494,0.8001944,0.16487522,0.08695638,0.3334923,0.20699407,0.0020097375,0.22503082,0.07855707,0.5790432
OC[C@@H](O)COc1ccc(Cl)cc1,chlorphenesin,BRD-A92262698-001-01-7,0.096599825,0.29888573,0.38181138,0.10545037,0.17963618,0.18706855,0.26931784,0.20922111,0.08781874,0.23443396
C[C@H]1Sc2c(C(O)=O)c(=O)c3cc(F)c(cc3n12)N1CCN(Cc2oc(=O)oc2C)CC1,prulifloxacin,BRD-A92341659-001-03-2,0.98084337,0.98375374,0.99561703,0.97669345,0.9788745,0.9910007,0.9926951,0.97496265,0.9844222,0.98014885
CC1(C)O[C@@H]2CC3C4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,triamcinolone acetonide,BRD-A92439610-001-04-0,0.22449654,0.7906433,0.12524939,0.114883974,0.5177312,0.37246966,0.007888449,0.16894993,0.24944322,0.71096087
CCc1noc(C)c1-c1[nH]c2ccccc2c1[C@@H](O)CN(C)C,sari-59-801,BRD-A92448440-001-01-3,0.07819092,0.04822877,0.04642018,0.07038967,0.12310258,0.13987294,0.09328023,0.19186984,0.120823435,0.1427236
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(N(C)C)c1ccccc1,trimebutine maleate,BRD-A92630576-050-24-1,0.021005822,0.163271,0.010028211,0.10884556,0.013260486,0.12679671,0.020133961,0.070483334,0.027067907,0.230166
CC(N)C(=O)Nc1c(C)cccc1C,tocainide hydrochloride,BRD-A92670106-003-05-4,0.120980754,0.09488173,0.021215994,0.10849257,0.06613285,0.23346995,0.11042636,0.07068679,0.027545154,0.15754932
COc1ccc2cc(ccc2c1)-c1[nH]c(nc1-c1ccncc1)-c1ccc(cc1)[S@@](C)=O,tie2-kinase-inhibitor,BRD-A92800748-001-05-5,0.009643912,0.004994122,0.05018851,0.02528007,0.018135345,0.11930608,0.038679108,0.016877448,0.029540587,0.06925692
CC(=O)N[C@H]1[C@@H](O)O[C@@H](CO)[C@@H](O)[C@H]1O,N-acetylmannosamine,BRD-A92872453-001-01-8,0.03039386,0.029787201,0.049922653,0.073775806,0.058965,0.1334849,0.034738734,0.019333955,0.062933214,0.14074303
CCC1=C(C)\C2=C\c3c(C=C)c(C)c4\C=C5/N=C([C@@H](CCC(O)=O)[C@@H]5C)/C(/CC(O)=O)=c5/c(C(O)=O)c(C)\c(=C\C1=N2)n5[Cu]n34,chlorophyllin-copper,BRD-A92960111-314-01-2,0.34697357,0.9427312,0.7058165,0.6266268,0.26503745,0.21071656,0.6270524,0.40425178,0.3751948,0.3143825
CCCC[C@H](CC)COc1ccc(c(O)c1)-c1nc(nc(n1)-c1ccc(OC[C@H](CC)CCCC)cc1O)-c1ccc(OC)cc1,bemotrizinol,BRD-A92974210-001-02-9,0.4131463,0.8313756,0.5857928,0.75053513,0.79938674,0.6027774,0.47177476,0.83794653,0.81775266,0.6143219
CC1(COc2ccc(C[C@H]3SC(=O)NC3=O)cc2)CCCCC1,ciglitazone,BRD-A93000692-001-08-1,0.073023036,0.021989387,0.01305941,0.014662277,0.07626642,0.07206235,0.04635879,0.02018403,0.053338677,0.096906126
O=C1N([C@H]2CCC(=O)NC2=O)C(=O)c2ccccc12,thalidomide,BRD-A93255169-001-27-5,0.30594328,0.2317016,0.34640545,0.48871437,0.14522737,0.3242566,0.37263763,0.100992106,0.15749273,0.17694633
CC1(O)CCC2C3CCC4CC(=O)C(CC4(C)C3CCC12C)C=O,oxymetholone,BRD-A93291428-001-02-0,0.38258317,0.42232463,0.2992497,0.44245318,0.45306078,0.5354901,0.6994106,0.3748953,0.23543544,0.45292246
OC[C@H]1O[C@H]([C@@H](O)[C@H]1O)n1ncc2c1[nH]cnc2=O,allopurinol-riboside,BRD-A93407926-001-01-1,0.4995868,0.55799663,0.73671544,0.51879966,0.5739579,0.5566754,0.42557424,0.3762159,0.3500032,0.6206642
OC[C@H]1O[C@H](C(O)[C@H]1O)n1[nH]cc2c1ncnc2=O,allopurinol-riboside,BRD-A93407926-001-01-1,0.57270044,0.63084054,0.7973233,0.28482953,0.823423,0.7436751,0.56663036,0.4070694,0.47296688,0.65286666
O[C@@H](Cc1ccncc1)C(Cl)(Cl)Cl,PETCM,BRD-A93477898-001-04-2,0.2137401,0.19051118,0.3626808,0.23434494,0.28310493,0.2827426,0.39448047,0.25769222,0.3347333,0.4563138
CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)NCCO,mabuprofen,BRD-A93683007-001-01-9,0.06518826,0.028339105,0.03404459,0.023926308,0.105543114,0.08495195,0.016439393,0.026855059,0.03405149,0.19568656
O[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,sodium-danshensu,BRD-A93699261-236-02-6,0.23164007,0.34418333,0.6093858,0.4787075,0.4884083,0.43693298,0.50525594,0.5011964,0.42714447,0.58439076
COc1cc(cc(OC)c1OC)C(=O)N(CC[C@H]1CCCN1C)C\C(C)=C\c1ccccc1F,VUF11207,BRD-A93717708-051-01-2,0.0073816706,0.0026608165,0.0013720002,0.001332942,0.0007343835,0.014752408,0.0024554315,0.0019782532,0.0014680108,0.020965666
CCOC(=O)O[C@@]1(CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@H]3[C@@H](O)C[C@]12C)C(=O)COC(=O)CC,prednicarbate,BRD-A93963402-001-01-6,0.00041658996,0.002641555,0.0007230289,0.00016677263,0.0008700362,0.01059413,0.0001308968,0.00045620068,0.0003376002,0.040508352
NC1CCN(C1)c1c(F)cc2c(c1Cl)n(cc(C(O)=O)c2=O)C1CC1,clinafloxacin (pd127391),BRD-A93964801-001-14-4,0.9885748,0.9823819,0.9929957,0.99414366,0.99296534,0.96998906,0.98889685,0.98120785,0.9917163,0.95969397
CCC1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](OC2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H]2N(CCCCn3cnc(c3)-c3cccnc3)C(=O)O[C@]12C)OC,telithromycin,BRD-A94008949-001-01-9,0.9348358,0.989141,0.9945247,0.8232257,0.9750524,0.8307812,0.98056924,0.95561564,0.67686325,0.985045
N[C@@H](Cc1ccccn1)c1ccccc1,AZD6765,BRD-A94033181-001-01-4,0.009174289,0.0066534895,0.03116871,0.008042802,0.009916554,0.044375617,0.027399205,0.008195883,0.0090945205,0.025502292
COC(=O)C[C@H]1CC(=NO1)c1ccc(O)cc1,ISO-1,BRD-A94055480-001-01-5,0.09449031,0.42062113,0.1496145,0.2187224,0.35842595,0.46367618,0.1694968,0.4799737,0.10174383,0.40646186
CC(C)(C)NC[C@@H](O)COc1ccc(NC(=O)NC2CCCCC2)cc1,talinolol,BRD-A94276798-001-01-4,0.08090636,0.219502,0.25961658,0.09474316,0.12703201,0.1132022,0.11209849,0.12522161,0.031190453,0.2348332
COC(=O)CCSCc1ccc(cc1)-c1onc(C)c1NC(=O)O[C@@H](C)c1ccccc1Cl,ki16198,BRD-A94323479-001-02-8,0.018373508,0.011066873,0.010983171,0.022165747,0.04953083,0.06543396,0.022639137,0.008705518,0.026895002,0.11875976
C[C@]12C[C@H](O)C3C(CCC4=CC(=O)C=C[C@]34C)C1CC[C@]2(O)C(=O)COP(O)(O)=O,prednisolone sodium phosphate,BRD-A94523291-304-02-7,0.9095046,0.91809374,0.99962616,0.96680397,0.9999536,0.99981683,0.6331408,0.9720739,0.9980908,0.9943024
c1cn(cn1)[C@@H](c1ccccc1)c1ccc(cc1)-c1ccccc1,bifonazole,BRD-A94543220-001-23-9,0.42542377,0.3934088,0.5599337,0.43013763,0.21621685,0.36706316,0.54572934,0.2609029,0.393101,0.33762035
CS(=O)(=O)N(C[C@@H](O)Cn1c2ccccc2c2ccccc12)Cc1ccco1,KL-001,BRD-A94580299-001-10-4,0.17671095,0.29386458,0.3066582,0.2973058,0.23960255,0.25376296,0.41967592,0.17513111,0.1178057,0.4698877
CCCC(=O)Nc1ncnc2n(cnc12)[C@@H]1O[C@@H]2CO[P@](O)(=O)O[C@H]2[C@H]1OC(=O)CCC,bucladesine,BRD-A94624445-236-17-0,0.94779867,0.9995765,0.99991167,0.9978796,0.9999393,0.9997205,0.9934917,0.996603,0.9998406,0.9984427
C[C@@H](N1[C@H]2CC[C@@H]1C[C@@H](C2)C(O)=O)c1ccc2ccc(O[C@H]3CC[C@H](CC3)C(F)(F)F)c(c2c1)C(F)(F)F,autotaxin-modulator-1,BRD-A94640958-001-01-7,0.17200987,0.20434463,0.24583454,0.4194714,0.42441586,0.31644896,0.5266985,0.27731854,0.056350853,0.5646611
Cc1cc(C)cc(OC[C@H]2CNC(=O)O2)c1,metaxalone,BRD-A94709349-001-08-3,0.20638235,0.20519595,0.10894567,0.048146296,0.13943857,0.3034672,0.23386478,0.17049666,0.08617881,0.22552873
CN([N+][O-])C(=O)NC1[C@@H](O)OC(CO)[C@@H](O)[C@H]1O,streptozocin,BRD-A94713674-001-02-3,0.48241022,0.41034397,0.5227118,0.3142106,0.8937964,0.41281992,0.35089839,0.50658536,0.4770572,0.7897121
C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)C(NC(=O)c1nc(nc(N)c1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](O[C@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1)C(=O)NCCc1nc(cs1)-c1nc(cs1)C(=O)NCCCNCCCCN,bleomycetin,BRD-A94813917-001-01-0,0.98505545,0.9372622,0.9979189,0.99594194,0.97417307,0.9449354,0.9207205,0.39303797,0.93777347,0.97607225
C[C@@H](C(O)=O)c1ccc-2c(Cc3ccccc-23)c1,cicloprofen,BRD-A94965935-001-01-6,0.06473142,0.04927818,0.102526836,0.051899917,0.09286051,0.15685883,0.16116285,0.06587204,0.1091484,0.11954783
OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N,vildagliptin (laf-237),BRD-A94993966-001-05-1,0.2520108,0.027947577,0.029748784,0.017368592,0.0076449118,0.051324513,0.06557254,0.020001011,0.047342416,0.27987358
CC[C@@](C)(Nc1ccnc(n1)-c1c[nH]c2ncccc12)C(=O)NCC(F)(F)F,decernotinib,BRD-A95300432-001-01-3,0.9201296,0.95661604,0.95333844,0.9590367,0.9689362,0.9179221,0.9446206,0.8721022,0.97625005,0.9130898
CN1[C@@H](CCl)Nc2cc(Cl)c(cc2S1(=O)=O)S(N)(=O)=O,methyclothiazide,BRD-A95340155-001-09-7,0.83507043,0.66526484,0.9124866,0.85221225,0.74742967,0.71971375,0.89087075,0.8264787,0.6350318,0.84583324
CCN(CC)C(=O)Nc1ccc(OC[C@@H](O)CNC(C)(C)C)c(c1)C(C)=O,celiprolol,BRD-A95602221-003-02-1,0.04477664,0.06687133,0.10085164,0.10784485,0.037943766,0.20064571,0.05517416,0.11685527,0.0017326418,0.21533178
CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)C12C[C@@H]3C[C@H]1C[C@H](C2)C3,KW-3902,BRD-A95683721-001-01-2,0.6620346,0.42457262,0.4393963,0.6291988,0.8123695,0.7373222,0.52390593,0.44888186,0.6102329,0.76027757
CNCCC(Oc1ccccc1OC)c1ccccc1,nisoxetine hydrochloride,BRD-A95696066-003-13-8,0.068489365,0.06890545,0.2652593,0.09943426,0.09317241,0.20420544,0.43577343,0.14786536,0.098756105,0.23745623
CCC(CC)[C@@H](c1ccc(Nc2nc3ccccc3s2)cc1)n1cncn1,talarozole,BRD-A95755460-001-01-3,0.56161976,0.76065165,0.5425628,0.80113524,0.8676346,0.4966941,0.6306368,0.7775968,0.56184584,0.59247667
CC(C)NC[C@@H](O)COc1cc(C)ccc1Cl,1-(2-chloro-5-methylphenoxy)-3-(isopropylamino)-2-propanol,BRD-A95802703-001-01-0,0.06368865,0.050766658,0.09669544,0.016876167,0.102000386,0.11769314,0.06344385,0.02884185,0.0065031485,0.14452466
C[C@H]1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O,indapamide,BRD-A95869247-001-25-1,0.355046,0.25911063,0.44445056,0.3826786,0.3799307,0.4753313,0.54519475,0.19014592,0.23571588,0.49887416
NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(O)=O,carnosine,BRD-A96051074-001-02-2,0.41647154,0.056508895,0.5869861,0.6470535,0.14252116,0.5298003,0.82696426,0.42746487,0.33889434,0.74346185
NCCCC(N)(C(F)F)C(O)=O,eflornithine,BRD-A96292436-003-16-1,0.1939153,0.43967074,0.58158165,0.6500026,0.37239167,0.5427974,0.6221806,0.8195418,0.39958227,0.53582853
NC(=O)N[C@H]1NC(=O)NC1=O,allantoin,BRD-A96407378-001-15-1,0.14818016,0.08894146,0.16502427,0.11107254,0.10770493,0.37566096,0.19296147,0.078176625,0.067047246,0.3395745
CCCc1c(OC[C@@H](O)COc2ccc3c(oc(cc3=O)C(O)=O)c2CCC)ccc(C(C)=O)c1O,FPL-55712,BRD-A96456596-001-02-2,0.96830153,0.71680844,0.7614765,0.8304168,0.9158905,0.87150204,0.96376306,0.897434,0.9514965,0.8897868
Clc1ccc(C[C@H]2C(=O)N=C3SCCN3C2=O)cc1,nuclomedone,BRD-A96466199-001-01-4,0.017827336,0.01822058,0.01551143,0.014141588,0.07233883,0.09965121,0.022352267,0.0145493215,0.024308274,0.1124589
OC[C@H]1O[C@@H]([C@H](O)[C@@H](O)[C@@H]1O)[C@]1(O)C(=O)[C@@H](\C=C2/C(=O)C(=C(O)\C=C\c3ccc(O)cc3)C(=O)[C@@](O)([C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C2=O)C(=O)C(=C(O)\C=C\c2ccc(O)cc2)C1=O,safflower-yellow,BRD-A96503329-001-01-7,0.7873626,0.95383817,0.7667437,0.8440799,0.92614394,0.87249315,0.65818393,0.51545876,0.726632,0.8571425
C[C@@H](Cc1cc(C)cc(=O)n1O)CC(C)(C)C,piroctone-olamine,BRD-A96510685-213-03-7,0.26939562,0.13425069,0.16880415,0.26075852,0.09023268,0.21830784,0.7313688,0.23915897,0.20120697,0.23595282
C[C@]12C[C@@]3(CC1=O)CC[C@H]1[C@@](C)(CCC[C@@]1(C)C(O)=O)[C@@H]3CC2,isosteviol,BRD-A96529864-001-01-3,0.21306421,0.5668707,0.5293082,0.416168,0.15601015,0.40446183,0.6824401,0.42031032,0.14448586,0.28446364
CC[C@@H](C)[C@@H](CC)C(N)=O,valnoctamide,BRD-A96644976-001-01-5,0.17459111,0.11589642,0.16114008,0.14043273,0.12495504,0.2447663,0.2350479,0.25438663,0.12675613,0.33081865
CCCCCC(O)CCCC(O)=O,M-14157,BRD-A96977263-001-03-7,0.06182516,0.19304024,0.23203436,0.29622978,0.09876204,0.3278787,0.30294722,0.3162132,0.10118668,0.4722848
C[C@@H](Cc1ccc(O)cc1)NC[C@@H](O)c1cc(O)cc(O)c1,fenoterol hydrobromide,BRD-A97104540-004-15-0,0.24617541,0.22563215,0.057610426,0.28779966,0.13373841,0.2770275,0.17842188,0.17882197,0.18525651,0.31061202
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,rosiglitazone,BRD-A97437073-001-08-0,0.07878716,0.0717174,0.12220593,0.23321211,0.46044084,0.29123494,0.25448647,0.19529292,0.23853685,0.25525975
CCN1CCC[C@@H](C1)OC(=O)C(c1ccccc1)c1ccccc1,piperidolate,BRD-A97479839-001-14-9,0.032824043,0.06621786,0.044958733,0.15247689,0.019364892,0.0897244,0.054086313,0.052675314,0.015089542,0.0916104
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,ranolazine,BRD-A97674275-001-11-8,0.0020613817,0.0019771624,0.0031623018,0.001479897,0.0012605164,0.013725508,0.002544467,0.0073023145,0.00028099216,0.0066157
CC(C)NC[C@@H](O)COc1cccc2[nH]ccc12,pindolol,BRD-A97701745-001-14-5,0.0656447,0.05368158,0.1398977,0.042223778,0.089073464,0.0843149,0.12992568,0.068752445,0.0321073,0.122057445
C[C@@H](CNC1CCCCC1)OC(=O)c1ccccc1,hexylcaine,BRD-A97730597-003-11-5,0.032114834,0.020652955,0.03957654,0.016205182,0.024743814,0.045242894,0.024955802,0.019807847,0.007324387,0.086609766
C[C@@H](C(O)=O)c1cccc(c1)C(=O)c1ccccc1,ketoprofen,BRD-A97739905-001-25-7,0.4306098,0.5105698,0.52295446,0.5760864,0.39399144,0.5151503,0.66349405,0.44380045,0.4807418,0.43425635
CC(C)NC[C@@H](O)c1cc(C)ccc1C,"benzenemethanol,-2,5-dimethyl-[[(1-methylethyl)amino]methyl]",BRD-A98083480-001-01-3,0.10891119,0.032066233,0.04779288,0.0435266,0.025703449,0.1109438,0.13003421,0.0542484,0.009500424,0.100746036
FC(F)(F)c1cccc(Nc2ncccc2C(=O)O[C@H]2OC(=O)c3ccccc23)c1,talniflumate,BRD-A98378129-001-02-2,0.17199157,0.37849703,0.43206903,0.46175718,0.21134807,0.35381094,0.35722464,0.50012785,0.3078656,0.488505
CCOC[C@@H](O)COc1ccc(NC(=O)CC[S+](C)C)cc1,suplatast,BRD-A98427211-075-02-0,0.18331122,0.28854793,0.41193193,0.36856347,0.32571217,0.27414075,0.31394148,0.4271081,0.5257359,0.44088632
CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1OC1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O,streptomycin sulfate [5mm; 10% aq dmso + 5mm ethanolamine],BRD-A98954669-065-04-7,0.96779275,0.9443153,0.83310044,0.9408457,0.98766285,0.9477215,0.9068337,0.72372603,0.9530113,0.96380943
